hours_studied,attendance_pct,previous_score,assignments_completed,sleep_hours,internet_usage,extracurricular_activity,family_support,score
9.0,92.5,66.2,8,6.1,3.2,medium,medium,95.8
0.6,100.0,64.1,8,7.4,3.0,low,low,81.7
1.0,93.0,68.1,7,5.3,3.2,medium,medium,72.8
8.0,78.8,55.3,5,7.9,4.5,high,medium,91.1
6.2,90.3,67.4,4,8.3,1.5,medium,medium,87.5
6.6,77.8,53.2,6,6.8,2.8,medium,medium,80.2
2.7,97.9,85.4,10,6.1,1.2,medium,high,100.0
5.9,80.4,78.2,9,4.2,3.3,high,medium,90.9
11.0,88.6,91.4,8,8.0,2.7,low,low,100.0
8.1,81.1,45.6,5,9.4,4.6,medium,medium,90.9
6.4,83.6,98.5,7,9.2,3.0,medium,medium,100.0
4.9,99.9,46.4,10,6.8,2.3,medium,medium,97.5
5.0,88.8,52.0,9,5.7,2.6,low,medium,79.6
0.7,83.5,60.7,7,8.0,5.6,medium,medium,83.4
6.6,78.8,89.6,1,6.8,0.6,medium,medium,90.9
8.1,73.0,73.4,6,7.6,2.1,medium,medium,85.3
2.1,78.0,66.3,7,7.4,3.1,low,high,72.3
4.3,88.9,58.1,6,7.1,2.0,low,medium,78.9
3.1,95.8,49.4,7,8.2,3.7,medium,medium,86.6
3.6,83.5,87.0,10,8.3,2.9,medium,low,97.2
6.1,100.0,82.0,8,6.4,3.4,high,low,100.0
0.8,82.3,90.3,10,5.9,3.2,medium,low,90.8
7.5,86.1,76.0,4,4.0,2.8,low,medium,77.5
7.9,79.4,30.4,7,6.6,1.1,medium,low,82.7
5.4,95.9,51.3,3,5.7,3.3,medium,medium,85.8
0.0,100.0,77.0,7,7.5,0.4,medium,medium,89.9
3.5,73.9,64.5,5,6.6,2.0,medium,low,72.6
9.1,85.2,61.6,11,6.7,3.7,low,medium,98.7
0.0,98.1,53.5,9,8.0,4.8,low,high,74.3
5.1,76.4,84.2,11,7.5,6.5,low,medium,93.2
3.0,92.5,76.8,7,6.9,2.4,low,high,100.0
8.0,97.8,77.5,5,9.0,1.7,medium,high,100.0
4.3,88.6,60.5,5,7.9,3.8,low,high,89.6
7.0,92.4,72.6,9,6.5,5.8,high,medium,100.0
7.4,100.0,49.9,12,6.6,5.3,low,high,100.0
10.6,100.0,68.1,9,7.9,1.4,medium,medium,100.0
5.5,87.5,32.1,7,7.2,2.8,medium,medium,80.3
6.9,83.7,46.5,8,5.7,4.3,low,low,75.3
2.3,80.6,65.2,8,8.1,4.4,medium,low,84.5
9.0,95.8,100.0,12,8.5,3.9,high,high,100.0
4.1,77.0,43.0,11,8.4,2.3,high,medium,83.5
4.6,86.0,51.3,9,8.9,3.9,low,low,81.4
5.9,88.8,73.3,8,9.5,4.4,medium,low,100.0
2.1,84.0,96.5,9,9.1,1.6,low,medium,83.0
6.6,90.2,73.0,9,7.4,5.0,medium,high,100.0
8.4,100.0,80.5,7,6.7,4.5,low,high,100.0
6.7,87.0,64.9,6,4.8,1.9,high,low,87.8
2.0,84.5,62.3,11,7.0,4.4,medium,low,87.0
5.7,96.1,71.2,8,7.6,4.2,low,low,97.3
7.9,89.9,60.1,10,7.1,4.3,high,medium,100.0
1.3,99.5,80.9,12,4.7,5.4,medium,medium,100.0
3.3,89.3,45.9,9,6.7,3.0,low,medium,92.9
8.2,86.0,83.3,9,7.8,3.5,medium,medium,100.0
6.7,73.7,70.6,12,5.8,0.0,medium,low,97.1
7.0,75.0,66.8,9,7.2,4.7,medium,medium,90.7
10.6,73.3,45.4,5,7.5,4.5,low,medium,83.4
7.2,91.0,55.3,7,8.3,5.0,low,medium,100.0
7.6,77.1,88.0,12,9.1,1.6,low,medium,100.0
12.8,98.0,66.9,5,6.5,4.4,high,high,100.0
5.5,88.2,74.2,6,7.2,4.5,low,low,70.3
4.0,86.0,56.8,11,7.3,2.0,medium,high,78.9
7.1,81.2,69.6,7,7.8,4.6,high,low,95.2
7.1,93.0,49.4,8,7.6,3.7,high,medium,92.5
4.7,81.6,71.5,11,8.7,0.5,medium,low,96.0
3.4,80.1,75.6,6,4.2,3.9,medium,medium,89.9
11.8,97.5,74.8,4,7.5,1.8,high,low,100.0
6.8,90.8,56.4,5,7.6,0.5,medium,low,85.6
4.2,86.1,64.9,9,6.7,3.5,medium,medium,81.7
8.3,93.1,78.1,9,4.3,2.9,low,high,98.1
5.7,88.1,66.8,6,6.9,5.1,low,medium,89.3
5.4,91.1,65.7,5,6.1,3.3,medium,high,90.9
7.4,81.5,98.6,7,9.0,4.2,low,medium,100.0
2.8,100.0,55.7,11,7.5,3.8,low,high,96.2
6.9,83.4,86.2,6,6.0,4.5,low,low,84.0
10.8,100.0,52.7,6,4.5,1.7,medium,high,84.3
7.2,86.5,79.8,5,7.7,3.3,low,medium,90.3
5.1,94.5,80.6,7,7.8,2.8,low,medium,100.0
4.7,93.9,62.3,9,6.7,4.0,medium,medium,100.0
5.0,97.2,51.7,12,7.7,3.4,low,low,84.4
5.4,81.3,40.4,9,6.6,2.1,medium,low,69.5
5.1,96.6,60.8,8,8.3,2.5,low,medium,96.5
8.3,100.0,77.9,10,8.2,5.5,medium,high,100.0
1.7,85.9,53.8,10,5.0,0.5,high,high,91.2
8.2,88.3,71.5,7,5.3,4.1,low,low,98.4
5.1,83.8,47.9,12,9.4,4.9,high,medium,100.0
6.9,85.2,66.5,8,8.1,3.9,high,medium,93.6
3.2,100.0,52.8,9,5.5,6.0,high,medium,89.4
9.3,80.0,68.8,9,5.1,4.4,high,medium,100.0
9.1,80.5,62.5,9,7.2,3.6,medium,medium,100.0
8.4,100.0,52.1,12,5.6,2.3,low,medium,100.0
2.2,93.0,60.1,7,6.6,3.6,low,low,74.5
8.1,100.0,56.0,10,6.9,4.0,low,low,89.8
7.0,84.4,50.3,8,6.9,3.0,medium,low,81.1
2.0,89.0,86.2,10,8.4,1.9,high,medium,95.1
5.9,82.7,64.6,7,9.2,1.2,low,medium,81.8
6.9,89.1,37.0,7,6.4,3.3,medium,medium,73.2
7.4,73.8,60.7,10,5.6,0.8,high,high,82.5
6.4,93.5,83.7,9,7.5,2.3,low,medium,100.0
6.7,90.6,58.6,6,9.0,0.0,low,low,92.3
9.7,87.5,92.5,11,6.5,4.2,low,low,100.0
9.1,84.9,57.2,10,8.0,4.7,low,high,100.0
0.0,80.8,77.6,8,6.0,3.1,medium,medium,84.5
5.2,93.8,85.5,7,7.0,5.7,medium,high,100.0
5.6,78.6,76.8,9,5.6,5.0,medium,high,100.0
1.6,92.1,49.4,10,7.0,3.7,low,high,82.6
6.2,100.0,55.9,4,6.9,2.8,medium,high,86.1
9.1,99.9,87.6,9,7.7,2.5,low,medium,100.0
3.3,76.0,57.9,10,9.1,3.8,medium,medium,89.1
6.8,83.7,84.6,2,6.5,2.8,low,high,89.9
3.7,91.4,63.5,8,4.6,3.8,medium,medium,85.8
4.3,87.4,72.1,10,6.8,3.9,medium,high,96.6
9.7,76.8,49.2,9,7.4,2.7,low,high,91.6
4.6,91.1,60.9,10,7.2,4.6,medium,medium,79.5
7.2,87.9,56.9,7,6.8,2.7,medium,medium,87.2
1.3,100.0,73.4,5,8.8,3.0,high,medium,96.0
10.7,86.0,71.4,4,7.2,1.5,high,medium,100.0
7.5,97.3,76.9,11,6.9,2.6,low,low,100.0
5.5,77.9,62.6,10,6.1,6.2,medium,medium,87.9
7.4,79.8,56.0,11,4.9,1.6,low,high,91.0
2.5,93.8,72.7,6,7.4,3.7,medium,high,97.9
9.0,96.7,54.6,10,7.3,2.3,low,low,94.0
5.2,80.3,86.2,4,5.7,0.0,medium,high,91.0
5.5,88.2,68.3,6,6.9,3.8,high,low,99.2
4.8,76.9,65.1,8,6.8,2.2,low,medium,87.3
4.5,86.6,76.9,10,6.3,3.5,high,high,98.9
7.7,94.7,68.9,12,6.0,4.5,low,high,100.0
6.6,84.5,45.1,7,7.5,3.4,high,medium,87.7
7.6,86.0,54.1,6,6.7,3.5,medium,medium,89.1
6.0,79.0,85.9,6,6.3,1.7,low,medium,100.0
7.3,82.8,71.3,6,6.0,4.1,low,medium,76.8
5.0,100.0,44.8,12,6.8,2.7,medium,low,94.3
11.6,88.6,75.3,10,8.1,0.0,medium,low,100.0
2.1,80.0,61.6,11,7.2,4.2,low,high,85.4
9.2,85.5,56.9,7,6.7,4.7,high,low,96.5
9.4,75.2,52.8,8,7.4,5.2,medium,medium,89.6
3.9,79.9,85.0,10,8.6,6.3,high,medium,100.0
11.6,98.9,40.5,7,7.6,4.2,low,low,98.2
8.5,86.9,57.4,7,7.3,3.8,medium,low,94.3
8.4,100.0,71.8,6,7.8,4.6,low,low,100.0
6.1,87.2,93.7,7,6.8,1.7,low,low,98.7
5.5,87.7,78.3,8,7.2,0.5,low,medium,96.2
5.5,93.1,57.3,6,6.4,2.3,low,medium,85.3
7.0,66.6,92.9,9,5.1,4.9,medium,medium,94.5
9.5,89.6,49.7,9,7.4,2.0,low,high,100.0
6.5,87.6,74.0,8,7.4,3.7,low,high,98.0
3.7,99.9,77.3,6,6.7,3.9,medium,medium,89.3
8.1,95.7,56.8,8,8.2,3.4,medium,medium,100.0
8.3,78.9,80.5,7,6.1,1.1,medium,medium,98.5
7.6,97.9,62.3,8,4.9,3.5,medium,low,100.0
7.9,85.9,80.4,11,6.2,2.4,low,medium,100.0
5.3,80.8,42.4,5,5.2,5.6,medium,medium,72.9
3.7,89.6,75.0,12,7.4,4.7,medium,medium,100.0
3.8,86.4,63.8,8,6.1,2.4,low,medium,86.2
1.9,100.0,87.2,9,8.2,5.6,low,high,93.0
6.6,90.7,69.3,6,8.2,3.5,high,low,100.0
5.8,89.6,88.7,11,5.9,0.5,low,medium,95.1
4.9,95.2,77.6,8,6.0,2.9,low,low,72.2
0.0,96.7,68.1,7,7.6,5.5,low,high,86.1
2.9,94.3,81.8,7,8.2,1.8,high,medium,97.2
8.8,99.4,81.9,7,4.6,2.9,medium,medium,100.0
4.3,92.9,77.1,9,7.3,1.0,high,medium,100.0
6.9,89.3,35.6,8,4.4,1.2,high,low,82.4
2.5,97.9,55.3,8,6.3,1.7,medium,high,82.7
9.6,87.3,90.8,6,8.3,1.2,low,high,100.0
5.6,88.3,51.2,6,10.0,2.1,low,medium,80.9
6.7,100.0,83.2,7,6.7,5.6,high,medium,100.0
11.8,100.0,80.6,9,5.5,2.9,high,medium,100.0
9.8,87.9,59.1,10,6.4,4.2,high,medium,100.0
5.2,84.4,40.1,10,7.1,4.6,high,high,86.5
4.5,99.7,61.5,8,6.2,1.3,medium,low,86.0
5.2,94.4,100.0,9,5.9,1.8,medium,high,100.0
7.3,90.5,57.1,8,6.5,4.1,medium,high,90.1
5.7,85.4,58.1,4,7.5,2.0,medium,medium,91.9
5.0,90.7,55.0,7,6.8,4.0,low,medium,83.9
9.7,87.8,88.2,7,5.9,5.5,low,medium,100.0
5.7,82.7,66.4,5,6.2,0.8,low,low,73.7
11.7,89.0,60.6,7,6.5,2.5,low,medium,100.0
6.2,90.1,91.2,8,5.8,2.7,low,low,96.4
10.5,85.0,78.7,5,6.2,2.2,medium,low,93.6
6.9,95.2,56.2,6,7.8,2.1,medium,medium,91.1
8.4,98.3,51.6,12,6.7,2.3,medium,high,100.0
4.2,95.8,87.4,4,4.9,3.0,medium,low,90.2
3.9,85.8,70.3,8,8.2,3.2,medium,low,78.7
7.1,94.0,46.8,5,7.5,4.4,medium,low,90.3
8.5,88.6,43.3,6,5.3,3.0,medium,low,89.3
6.1,78.1,53.3,8,6.6,4.7,low,high,84.9
2.8,93.4,51.4,6,6.0,2.1,medium,medium,65.7
2.6,89.2,39.3,9,7.8,1.2,medium,medium,73.8
2.4,100.0,53.5,11,6.6,2.5,low,medium,89.2
1.6,99.7,56.2,10,6.9,3.7,high,high,83.2
6.3,93.7,63.1,11,6.8,4.3,low,medium,92.6
8.8,90.0,95.4,5,5.2,5.2,medium,high,100.0
6.0,89.3,66.0,7,8.7,3.4,high,medium,97.5
0.3,80.0,67.5,9,7.8,4.1,medium,high,83.7
5.5,74.1,77.6,10,6.1,5.1,medium,medium,99.7
5.6,81.0,66.4,12,7.2,1.8,medium,high,100.0
11.2,87.6,76.0,11,8.2,2.7,low,medium,100.0
2.4,71.2,74.2,10,7.1,7.2,medium,medium,90.2
5.0,83.6,71.8,12,8.9,4.3,medium,medium,100.0
10.3,86.0,100.0,8,10.0,3.8,low,medium,100.0
7.1,86.3,83.7,7,6.8,4.3,low,medium,100.0
7.4,82.7,53.8,8,6.3,1.0,high,low,91.2
6.3,85.3,75.6,6,5.8,2.0,low,high,84.7
6.8,100.0,58.1,8,4.3,1.5,high,medium,100.0
7.9,93.3,76.7,4,8.5,3.6,low,low,92.9
4.0,83.5,49.4,7,6.6,2.4,low,medium,72.1
8.2,87.5,53.4,8,8.1,3.1,medium,medium,98.8
2.6,87.8,75.2,10,8.3,2.5,medium,low,95.1
6.8,81.9,85.0,11,5.7,0.6,medium,medium,98.2
6.4,81.8,77.5,6,5.9,4.3,low,medium,94.8
4.5,96.1,82.8,12,9.1,0.4,medium,high,100.0
5.9,84.6,75.6,8,6.9,1.9,medium,medium,99.1
4.4,79.2,72.6,9,6.2,1.0,low,medium,87.8
3.3,87.7,62.4,4,5.7,1.7,medium,medium,66.2
5.1,88.9,82.2,6,6.8,3.3,low,low,100.0
3.2,72.2,85.4,11,8.8,4.9,low,high,94.9
6.8,87.7,69.1,8,7.8,0.7,low,high,91.2
3.1,94.9,68.2,8,7.2,2.2,low,high,92.0
7.8,91.6,93.9,9,8.9,0.4,medium,medium,100.0
3.0,100.0,69.7,4,8.7,2.1,high,low,93.4
4.6,98.0,71.1,8,7.4,3.1,low,medium,90.2
4.4,99.6,77.3,12,10.0,4.2,low,low,100.0
9.3,100.0,68.5,11,6.7,0.0,high,medium,100.0
6.8,94.1,57.7,8,8.3,3.8,low,medium,99.9
5.5,89.3,75.7,12,6.5,1.5,low,medium,100.0
7.2,95.8,69.4,5,8.1,1.2,medium,medium,97.0
0.7,83.5,97.6,6,6.7,3.1,low,medium,91.3
5.9,88.9,81.8,12,7.6,3.9,medium,low,98.5
11.0,82.8,61.1,9,9.9,2.8,high,medium,100.0
6.3,91.2,80.9,7,8.1,1.4,medium,medium,100.0
6.2,82.8,74.6,8,7.6,2.8,medium,medium,96.1
7.4,82.5,89.6,6,6.1,1.9,low,medium,97.6
8.2,91.3,62.1,9,7.2,3.9,low,medium,100.0
1.0,86.9,72.8,8,5.8,4.6,high,high,84.1
1.8,72.6,68.5,8,8.1,4.5,high,high,100.0
6.5,76.4,70.9,5,8.0,3.0,high,low,97.0
4.2,78.8,56.7,9,6.8,4.7,low,medium,89.5
9.3,80.9,78.6,7,9.0,1.5,high,high,100.0
5.2,91.3,76.3,6,8.8,5.7,low,high,89.1
1.2,89.8,89.3,11,7.2,1.5,medium,low,94.8
2.8,96.5,69.8,12,7.7,0.0,medium,high,100.0
0.0,94.0,63.8,12,6.3,5.0,medium,high,80.3
5.4,96.6,81.8,10,6.7,1.9,medium,high,100.0
5.5,92.9,58.1,7,5.7,3.2,medium,low,92.8
4.9,89.7,86.3,8,6.4,1.5,high,medium,87.4
8.7,96.8,86.2,9,6.9,6.5,low,medium,100.0
9.0,95.4,88.9,7,5.0,5.7,low,medium,100.0
5.6,91.0,75.6,11,7.7,5.3,medium,low,100.0
0.7,98.2,62.7,3,8.2,3.1,low,low,65.0
7.5,69.2,71.6,7,7.0,4.5,low,high,98.2
7.4,85.7,75.7,10,4.0,2.9,low,medium,96.9
6.8,85.6,61.6,6,6.7,4.7,low,medium,86.3
8.5,97.2,90.0,7,5.3,2.4,medium,medium,100.0
3.1,100.0,78.7,9,6.3,5.4,high,high,100.0
11.0,76.4,56.6,12,8.7,2.3,high,high,100.0
3.6,99.3,98.2,5,4.1,2.5,medium,medium,91.8
7.9,78.6,71.5,5,6.0,2.3,low,medium,92.9
1.8,78.9,53.6,6,8.0,3.3,medium,low,69.5
3.7,86.1,57.5,4,6.2,2.4,medium,medium,82.0
9.8,85.5,92.3,4,6.1,3.7,medium,high,100.0
5.3,75.5,97.4,6,9.4,2.3,medium,high,100.0
8.1,93.2,85.1,11,7.5,4.2,medium,low,100.0
6.6,93.4,89.8,7,8.1,5.3,low,medium,100.0
5.7,96.4,88.2,8,7.6,3.1,high,medium,100.0
9.4,84.5,78.4,6,7.2,6.3,medium,medium,98.9
5.4,87.7,74.9,10,8.5,4.7,low,medium,96.3
1.5,87.8,78.1,12,9.3,6.2,high,medium,100.0
4.0,100.0,81.0,6,5.0,2.9,low,high,85.7
7.4,65.3,58.9,12,7.0,0.5,low,low,88.9
7.0,80.3,81.0,9,6.9,1.9,medium,medium,96.1
2.1,88.0,91.9,8,6.5,2.1,medium,medium,97.4
4.2,79.3,66.9,9,8.2,1.6,low,high,94.7
4.5,85.9,65.3,9,7.3,0.0,low,high,100.0
5.1,87.0,77.1,12,9.3,4.5,low,high,100.0
2.6,82.7,60.3,9,8.3,0.2,low,medium,79.4
4.4,88.5,50.2,9,8.6,4.4,medium,low,77.3
4.2,93.0,87.2,7,5.6,6.3,low,medium,96.3
7.9,86.1,63.2,10,6.0,1.8,medium,high,100.0
8.0,84.4,70.3,6,6.1,3.6,medium,medium,93.4
5.6,86.7,60.8,8,8.6,2.4,medium,low,90.7
5.0,87.9,89.2,12,5.8,4.2,high,low,100.0
6.3,74.1,82.8,2,5.9,1.2,low,medium,84.1
4.0,91.7,66.4,9,5.7,2.8,low,medium,94.8
3.1,84.4,52.3,9,10.0,4.7,low,low,92.9
3.6,98.1,64.8,7,6.8,2.9,low,low,89.1
4.4,92.7,78.6,7,7.6,0.6,medium,medium,99.3
3.1,97.4,72.8,8,5.6,4.9,low,medium,88.7
6.4,79.9,71.6,7,8.2,1.1,medium,low,91.9
7.8,85.0,73.2,9,4.9,3.1,high,medium,100.0
2.0,78.1,81.4,7,5.8,3.9,low,low,78.2
6.1,82.4,69.4,12,6.1,3.2,low,low,98.5
5.5,98.0,76.8,7,7.3,6.8,medium,medium,100.0
6.9,99.9,55.2,9,6.0,4.1,medium,medium,97.5
6.0,78.8,100.0,6,8.8,2.7,low,low,98.4
2.4,84.3,65.7,10,7.6,3.9,medium,low,87.5
2.8,87.4,73.1,10,6.2,3.3,low,low,82.6
6.1,92.7,78.5,9,8.2,3.1,medium,medium,100.0
8.6,73.9,63.8,5,6.5,3.4,medium,high,89.1
0.5,75.2,70.1,6,6.3,2.3,low,low,63.4
6.9,91.9,69.9,12,8.1,3.3,low,medium,100.0
9.0,72.4,56.3,6,4.1,2.2,medium,low,87.0
5.6,84.4,76.6,10,7.9,0.2,medium,high,96.9
7.4,89.3,45.3,6,6.1,4.7,high,medium,89.5
4.2,91.3,96.3,11,6.1,2.2,medium,low,100.0
5.7,86.9,81.9,6,9.3,3.2,medium,medium,100.0
1.9,85.1,79.6,6,6.4,1.9,medium,low,79.4
0.1,94.8,44.0,6,8.1,1.9,medium,low,67.6
8.4,90.3,58.1,7,7.3,1.4,low,medium,90.1
3.5,82.8,90.8,9,7.5,4.4,low,medium,100.0
4.9,88.3,100.0,8,6.7,4.8,medium,low,100.0
2.5,91.1,87.9,5,6.6,3.0,low,medium,93.9
2.5,100.0,85.6,8,8.8,2.2,low,high,96.5
5.6,94.3,77.9,5,8.1,0.5,low,medium,96.6
4.2,97.7,57.3,10,6.4,4.2,high,low,89.9
6.9,83.1,84.9,10,5.7,2.0,medium,medium,94.1
7.1,83.8,53.5,8,6.3,1.3,high,low,93.3
6.8,86.1,51.8,9,8.2,3.0,high,high,85.6
6.6,86.9,50.9,12,8.4,2.5,medium,low,95.4
9.9,79.9,84.6,8,7.7,0.7,medium,low,100.0
3.3,98.1,69.1,6,5.1,0.9,medium,high,86.7
5.9,95.1,71.5,9,7.9,3.5,medium,high,100.0
8.8,85.6,69.8,5,8.6,2.0,high,medium,99.8
9.2,93.1,53.1,7,7.2,3.8,high,low,99.4
2.4,89.8,59.9,7,9.4,3.2,medium,medium,81.8
5.2,93.8,60.7,6,5.4,4.6,medium,high,100.0
9.4,77.2,48.9,7,7.8,1.8,medium,medium,89.7
7.3,86.8,62.4,10,5.8,3.3,low,high,92.1
6.5,87.5,53.8,11,8.3,4.0,low,medium,87.3
5.5,93.0,78.7,10,7.7,2.1,low,high,100.0
5.0,83.0,79.9,9,9.2,4.7,low,low,86.8
6.7,68.0,50.6,7,7.6,0.5,medium,high,77.5
5.4,79.3,65.6,2,6.5,1.8,low,high,70.1
5.9,87.5,97.8,9,6.4,0.4,high,high,100.0
6.2,88.5,55.3,2,6.7,1.9,low,high,87.4
4.3,100.0,76.4,3,6.4,2.8,low,high,82.4
7.3,92.7,71.6,8,8.6,4.2,medium,medium,100.0
13.3,88.7,86.4,9,8.5,2.8,low,medium,100.0
1.6,87.7,74.4,7,5.2,2.1,low,high,78.5
6.8,96.8,63.5,12,7.0,0.7,low,medium,100.0
4.1,83.3,71.0,9,7.1,1.2,medium,medium,90.1
7.4,86.9,71.2,7,6.1,3.5,low,medium,100.0
6.1,79.3,68.6,11,7.5,4.3,medium,high,88.6
7.9,99.4,50.2,12,8.8,2.4,low,low,97.8
8.9,91.1,88.6,9,8.1,4.8,low,medium,100.0
6.5,82.3,86.0,6,8.6,1.6,low,medium,100.0
8.8,87.1,54.3,7,6.1,2.4,low,high,96.4
0.1,92.1,65.5,4,7.0,2.5,medium,low,72.2
10.0,86.0,66.6,8,6.1,5.3,medium,medium,95.4
6.9,83.7,52.7,5,7.3,3.2,medium,low,77.9
8.7,82.8,42.0,7,7.4,0.3,high,medium,100.0
3.0,90.7,59.9,9,8.2,4.4,low,high,80.5
3.9,85.1,64.7,3,8.6,5.8,high,medium,72.4
6.4,84.4,48.4,5,7.8,2.6,medium,medium,85.2
6.0,77.3,72.7,7,6.0,1.7,medium,medium,83.2
6.7,88.6,87.4,8,5.4,4.3,high,medium,100.0
8.7,86.6,82.6,7,7.6,5.9,low,high,100.0
1.6,85.4,68.1,7,8.8,4.3,medium,medium,81.8
8.4,89.6,42.4,6,7.0,0.6,medium,low,87.2
6.0,94.0,80.7,4,5.2,4.1,medium,medium,81.5
5.5,93.6,72.2,7,9.5,3.6,low,medium,100.0
2.3,92.4,76.4,7,7.6,1.6,low,medium,75.2
7.3,86.1,99.0,7,7.2,4.9,high,medium,100.0
0.0,83.5,57.6,8,5.6,3.7,medium,high,76.0
7.6,79.6,26.9,9,7.0,5.0,low,high,86.1
2.3,83.3,54.2,10,7.8,1.4,low,low,70.7
6.1,88.2,77.3,6,7.6,3.6,medium,medium,92.9
5.7,81.7,70.4,4,6.2,1.7,low,medium,73.3
8.9,88.8,51.8,11,6.9,3.4,low,high,100.0
5.6,80.3,48.7,9,6.3,5.2,high,medium,81.8
4.3,74.7,64.7,6,9.0,0.9,low,low,75.4
4.7,94.6,51.3,9,8.1,0.9,low,medium,92.1
9.2,84.2,77.8,11,6.4,4.4,medium,medium,100.0
7.3,81.3,63.8,12,5.6,3.0,low,medium,100.0
5.0,79.2,60.6,9,7.3,4.8,low,high,88.4
5.4,91.4,58.6,11,6.4,1.8,medium,medium,99.4
2.1,99.0,73.9,5,6.5,3.1,medium,low,81.7
7.0,84.8,70.6,8,5.6,4.0,medium,low,90.6
1.6,86.3,73.0,7,5.8,3.3,medium,low,83.6
7.9,96.6,72.7,9,7.2,0.3,high,low,100.0
6.3,73.5,68.9,12,6.7,7.2,medium,medium,97.1
12.0,100.0,54.5,9,10.0,3.3,medium,low,100.0
3.2,100.0,59.0,6,7.7,1.0,high,medium,91.6
5.7,66.3,64.1,5,5.6,3.5,low,medium,75.4
10.5,87.2,100.0,12,5.2,3.6,medium,medium,100.0
9.0,82.2,49.8,9,7.5,4.5,low,high,89.4
4.3,85.9,63.7,9,6.5,4.4,low,high,88.9
6.6,84.7,71.5,7,8.6,2.7,high,medium,93.8
6.0,94.5,65.5,9,7.3,0.4,low,medium,96.2
6.7,87.1,86.1,6,4.6,3.7,low,medium,99.4
4.3,80.7,65.4,9,5.8,0.5,low,medium,90.0
5.8,86.6,66.5,5,6.2,4.8,medium,high,90.9
2.0,92.1,82.2,7,7.5,1.9,high,medium,93.1
6.3,78.5,97.2,6,5.7,4.0,low,low,95.8
7.1,74.8,91.1,0,7.2,2.0,high,medium,96.1
5.4,100.0,68.0,7,5.4,2.3,medium,high,86.1
2.0,82.9,69.3,6,7.0,1.8,high,medium,77.0
8.5,86.9,70.7,7,7.4,4.1,high,medium,100.0
6.9,84.8,72.2,8,8.8,2.1,low,medium,100.0
4.2,92.4,57.3,12,7.3,4.2,high,medium,95.3
5.3,100.0,84.0,9,6.0,2.1,low,medium,100.0
2.2,92.6,73.1,9,8.8,2.7,medium,medium,84.4
3.4,75.9,69.3,9,6.8,3.1,low,low,81.1
4.7,76.9,50.9,10,7.9,3.2,low,medium,89.6
9.1,84.8,70.9,9,6.3,1.6,high,low,100.0
4.4,85.9,41.6,9,7.1,4.1,medium,high,81.2
7.6,74.2,61.3,10,6.0,2.6,medium,medium,89.6
4.7,94.6,61.6,2,7.4,3.8,high,low,79.3
6.6,79.3,74.3,12,8.0,3.0,low,high,96.3
5.6,99.9,98.2,12,6.4,3.9,low,medium,100.0
8.2,100.0,78.6,9,6.3,2.4,high,medium,100.0
4.7,86.0,91.7,4,7.4,1.8,low,medium,94.4
2.1,91.5,79.7,11,6.0,3.6,high,medium,99.4
2.5,78.1,86.9,6,5.2,2.3,low,medium,88.0
4.7,93.0,97.9,9,7.4,5.2,low,medium,100.0
2.9,84.0,59.0,5,6.9,3.1,low,medium,74.5
7.0,79.3,58.0,12,6.8,0.9,low,low,98.0
4.8,85.7,80.0,4,7.6,2.1,low,high,95.2
11.9,84.3,69.9,8,7.8,1.5,low,high,100.0
1.7,85.4,73.3,3,6.8,4.6,low,medium,66.7
6.5,95.6,66.3,8,5.7,4.2,medium,medium,84.9
3.2,81.7,61.1,7,6.2,2.9,medium,low,68.7
4.8,100.0,94.3,11,7.7,3.4,low,high,100.0
6.4,77.4,53.5,7,7.2,2.9,low,low,74.3
0.2,100.0,80.3,11,6.3,4.3,low,high,86.7
6.6,79.9,77.9,5,6.1,3.8,low,high,90.0
10.8,88.0,46.3,7,7.7,4.0,medium,medium,100.0
4.9,84.1,57.5,7,6.7,2.7,low,high,89.6
6.6,85.3,60.1,9,7.9,2.1,high,medium,93.9
8.6,94.4,78.5,9,8.1,4.0,low,medium,100.0
5.6,100.0,64.5,10,6.6,5.3,medium,high,100.0
4.5,97.5,68.7,9,8.1,4.7,medium,medium,100.0
0.3,84.8,48.1,10,7.2,5.4,low,low,73.0
7.6,89.5,100.0,6,7.3,3.2,low,medium,100.0
5.7,81.7,71.1,9,4.4,1.5,low,medium,89.8
3.5,80.1,77.5,12,5.8,1.7,medium,medium,100.0
6.3,78.8,61.9,4,5.9,5.1,high,medium,81.6
4.5,84.5,60.2,9,6.6,0.2,low,medium,88.7
4.7,90.0,98.7,10,7.1,5.3,high,medium,99.8
7.5,72.7,41.2,12,7.2,1.8,medium,medium,86.8
2.7,87.6,74.2,10,7.3,5.9,medium,low,87.3
8.6,100.0,51.8,8,6.2,2.9,low,medium,99.9
2.5,97.0,63.9,9,7.8,4.1,high,high,89.3
4.3,83.3,60.4,6,9.2,6.6,low,low,81.8
10.8,76.8,55.2,7,6.6,2.5,low,low,89.1
8.8,91.7,70.5,5,6.2,2.5,medium,high,91.7
6.2,69.5,31.5,12,6.2,2.0,high,medium,76.8
3.6,96.9,65.3,9,7.1,1.5,low,medium,90.6
4.7,86.3,68.6,6,6.4,2.5,low,medium,85.4
6.2,100.0,49.6,9,4.9,2.2,high,medium,91.4
6.1,74.2,92.7,11,5.3,1.1,high,low,99.6
5.8,95.3,61.1,10,8.2,2.7,medium,high,100.0
